customer_id,month,data_usage,call_minutes,sms_count
1,1,8.777317419223435,203.79360490020142,26.73619107719478
1,2,0.5818875907476126,76.9810364448852,35.42056878654555
1,3,10.592478449802496,134.20782181606236,22.37307971445368
2,1,11.409800652877202,233.66258119161742,70.07164671110564
2,2,7.621084707089443,67.32607720089513,96.41392723867897
2,3,12.23852996189223,16.5335551275588,77.47500892811574
2,4,13.403180185765503,151.2051613514654,114.79252936969287
2,5,5.672787863569149,174.65202527677374,80.74592351872792
2,6,10.537340652315052,7.663473153765466,57.35197491973719
2,7,7.099271456243372,328.54943673743946,56.04873375980559
2,8,10.661553571331735,42.76232544214224,40.798987683439776
2,9,16.790707658088575,83.51954831879435,48.697991076491434
2,10,3.4448776384569326,22.423603842249634,46.605638200425894
2,11,11.216608154141369,499.0794408848892,31.78158464615164
2,12,9.648815126562823,12.488972304361283,74.48960059627656
3,1,12.786663455472965,300.70960570119274,97.15185311142079
3,2,27.804238617600678,49.06612282752863,55.22509635100034
3,3,6.65402427539339,326.3986565391608,60.864756779064834
3,4,4.270973760672463,201.64217245205666,91.8769095862354
3,5,0.8739275828245354,80.39831665415313,12.10899659832765
3,6,12.28477588840837,386.077411942244,30.38937861224045
3,7,10.660789944350084,61.36689240872235,90.21611099319938
3,8,8.341222071001223,219.60109086160963,49.9465201919176
3,9,17.869531622328914,507.29472961966735,4.613386804742355
3,10,3.3321071740374357,248.22468538320604,17.34390606792325
3,11,16.53508639280192,364.1176188626506,28.136947510141677
4,1,9.616551477628224,61.638052273407,50.29450725694269
4,2,0.34982855899159304,126.85498685675557,7.450154597124708
4,3,14.857462632338807,307.48840096394775,19.210509219373805
4,4,19.33720021850401,574.6122689629781,51.84025546945364
4,5,5.512200178427486,623.649588650457,2.7587399321004256
4,6,10.14074526808369,226.94334089478852,103.8059048180966
4,7,12.518172825887518,125.20491563173229,11.952625184481754
4,8,7.6072472582770505,48.96089585822838,51.91301279138732
4,9,6.050626740976594,24.105668993462587,100.20583153499615
4,10,6.516292335996724,9.77947925370313,43.26963462049834
4,11,10.478600961773612,61.970008836855015,63.265906685030515
4,12,2.6698970191681486,456.65432137861814,70.95842048306939
5,1,10.186005984092928,159.95108147363183,47.7874176555139
5,2,12.989452593901971,274.6728765137442,51.73428850975718
5,3,14.346558928701073,136.38952933353704,138.99545523985822
5,4,20.399120256054466,314.3664492247417,27.663219753482025
5,5,14.242133971984874,149.50443757069183,10.852770743625882
5,6,7.465327647866262,69.82478991058701,70.27212375038023
6,1,18.96150690902223,160.3517766889731,22.13269014754877
6,2,11.87062365594134,219.29430359816405,36.17334501295989
6,3,9.065415139809616,221.5520667526597,64.47047968415401
6,4,12.238667971679424,167.3471510748307,65.37115339943804
6,5,8.004784062075966,296.30382523029795,24.902286580939965
6,6,10.511407345046937,43.56078731758444,35.20358122171411
6,7,13.972421047909851,44.939769993789724,37.19598094599665
6,8,6.835486849371467,5.211116279798375,5.741017755443927
6,9,10.712257355401471,250.0113518589069,47.75777736239212
6,10,7.321846319788353,143.1347377476879,78.64182996161978
6,11,11.48973892818137,149.90816055419563,101.73197980965035
7,1,23.649825286972703,395.5005299305085,54.41285452446753
7,2,10.531237269645423,293.39947909177204,61.55879022039949
7,3,9.303730264975606,91.78259852038366,53.13955563461825
7,4,17.660798579581986,467.3006880498082,61.69106566275641
7,5,15.286127945671812,240.4596060744218,46.506825423855894
7,6,13.599799550288791,378.39992514687265,14.54552655923419
7,7,0.15977691619036172,120.04876255453009,58.46647773198815
7,8,16.089101323348622,51.57382627167678,49.543060904992444
7,9,6.433859403302886,170.91286615126458,3.5090606635424777
7,10,4.707363498278816,330.09251151304966,53.12480278384396
7,11,12.419354830265224,146.64766525841787,19.835583561666965
7,12,7.459712394030992,274.8320291269538,9.652808453648667
8,1,21.55119181882408,113.78053735932744,25.334657605781835
8,2,4.506190675971568,290.18869430654536,6.431987745082246
8,3,12.548759809698682,127.67391025777135,60.94115084567055
8,4,15.943998241525339,8.822133903894581,77.14970406874976
8,5,10.35969787437025,439.76396830367594,15.791744707556404
9,1,2.230551668756789,214.1931567004037,15.021761342482435
9,2,7.546000993757016,244.61930796767248,55.57991184589835
9,3,8.00614143580459,184.07088649403704,173.93197736285032
10,1,8.192774033779958,233.58786496303915,28.758521975292673
10,2,13.885925715351469,75.54114855983129,10.174087285872766
10,3,15.401249767250881,328.3638151346123,0.9495312194963716
10,4,1.3424162229070067,133.24254595504829,21.54780667281349
10,5,13.33542134215758,207.20747566483846,96.59625030546422
10,6,12.220804076637883,103.31347554924834,25.64515447545783
10,7,11.25619188994024,56.54921653544159,23.721790523166554
10,8,4.947912553323271,123.7359327674853,2.6413703970743114
10,9,4.923063743230353,371.88568676777004,95.72593950299732
10,10,20.727498428261796,201.52197886156614,60.848765155929854
10,11,18.124279923855607,20.59914354056761,82.22514026814805
10,12,19.116413063769585,66.65595109435642,105.30556582414638
11,1,24.404012562111085,247.04605511117302,76.6413829355944
11,2,14.708380326103669,465.6058476100699,18.72549961504143
11,3,1.5803776374826697,299.3305000919281,5.774979931422386
11,4,0.19611581281554535,479.8766828427906,14.797685266571492
11,5,7.541095740225481,191.09488231528934,102.36546567853111
11,6,3.081621407977295,262.3212727259374,14.384917669596888
11,7,14.393278488147153,63.97884109597112,112.8922502474311
12,1,11.24727712240496,26.979800802303487,118.89657175957797
